"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"VHE9TXTG","journalArticle","2022","Maxwell, Aaron E.; Bester, Michelle S.; Ramezan, Christopher A.","Enhancing Reproducibility and Replicability in Remote Sensing Deep Learning Research and Practice","Remote Sensing","","2072-4292","10.3390/rs14225760","https://www.mdpi.com/2072-4292/14/22/5760","Many issues can reduce the reproducibility and replicability of deep learning (DL) research and application in remote sensing, including the complexity and customizability of architectures, variable model training and assessment processes and practice, inability to fully control random components of the modeling workﬂow, data leakage, computational demands, and the inherent nature of the process, which is complex, difﬁcult to perform systematically, and challenging to fully document. This communication discusses key issues associated with convolutional neural network (CNN)-based DL in remote sensing for undertaking semantic segmentation, object detection, and instance segmentation tasks and offers suggestions for best practices for enhancing reproducibility and replicability and the subsequent utility of research results, proposed workﬂows, and generated data. We also highlight lingering issues and challenges facing researchers as they attempt to improve the reproducibility and replicability of their experiments.","2022-11-15","2026-06-11 20:37:42","2026-06-11 20:37:42","2026-06-11 20:37:42","5760","","22","14","","Remote Sensing","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\singg\Zotero\storage\88WBKL7I\Maxwell et al. - 2022 - Enhancing Reproducibility and Replicability in Remote Sensing Deep Learning Research and Practice.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QM3L9H86","journalArticle","2025","Plevris, Vagelis","Assessing uncertainty in image-based monitoring: addressing false positives, false negatives, and base rate bias in structural health evaluation","Stochastic Environmental Research and Risk Assessment","","1436-3240, 1436-3259","10.1007/s00477-024-02898-7","https://link.springer.com/10.1007/s00477-024-02898-7","This study explores the limitations of image-based structural health monitoring (SHM) techniques in detecting structural damage. Leveraging machine learning and computer vision, image-based SHM offers a scalable and efficient alternative to manual inspections. However, its reliability is impacted by challenges such as false positives, false negatives, and environmental variability, particularly in low base rate damage scenarios. The Base Rate Bias plays a significant role, as low probabilities of actual damage often lead to misinterpretation of positive results. This study uses both Bayesian analysis and a frequentist approach to evaluate the precision of damage detection systems, revealing that even highly accurate models can yield misleading results when the occurrence of damage is rare. Strategies for mitigating these limitations are discussed, including hybrid systems that combine multiple data sources, human-in-the-loop approaches for critical assessments, and improving the quality of training data. These findings provide essential insights into the practical applicability of imagebased SHM techniques, highlighting both their potential and their limitations for real-world infrastructure monitoring.","2025-03","2026-06-11 20:37:43","2026-06-11 20:37:43","2026-06-11 20:37:43","959-972","","3","39","","Stoch Environ Res Risk Assess","Assessing uncertainty in image-based monitoring","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\singg\Zotero\storage\7BHF85RA\Plevris - 2025 - Assessing uncertainty in image-based monitoring addressing false positives, false negatives, and ba.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GF6KS4GG","journalArticle","2025","Misra, Amit; White, Kevin; Nsutezo, Simone Fobi; Straka, William; Lavista, Juan","Mapping global floods with 10 years of satellite radar data","Nature Communications","","2041-1723","10.1038/s41467-025-60973-1","https://www.nature.com/articles/s41467-025-60973-1","Abstract             Floods cause extensive global damage annually, making effective monitoring essential. While satellite observations have proven invaluable for flood detection and tracking, comprehensive global flood datasets spanning extended time periods remain scarce. In this study, we introduce a deep learning flood detection model that leverages the cloud-penetrating capabilities of Sentinel-1 Synthetic Aperture Radar (SAR) satellite imagery, enabling consistent flood extent mapping through cloud cover and in both day and night conditions. By applying this model to 10 years of SAR data, we create a unique, longitudinal global flood extent dataset with predictions unaffected by cloud coverage, offering comprehensive and consistent insights into historically flood-prone areas over the past decade. We use our model predictions to identify historically flood-prone areas in Ethiopia and demonstrate real-time disaster response capabilities during the May 2024 floods in Kenya. Additionally, our longitudinal analysis reveals potential increasing trends in global flood extent over time, although further validation is required to explore links to climate change. To maximize impact, we provide public access to both our model predictions and a code repository, empowering researchers and practitioners worldwide to advance flood monitoring and enhance disaster response strategies.","2025-07-01","2026-06-11 20:37:46","2026-06-11 20:37:46","2026-06-11 20:37:46","5762","","1","16","","Nat Commun","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\singg\Zotero\storage\MV4AFPDY\Misra et al. - 2025 - Mapping global floods with 10 years of satellite radar data.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E54J9UAN","journalArticle","2025","Jonnala, Naga Surekha; Bheemana, Renuka Chowdary; Prakash, Krishna; Bansal, Shonak; Jain, Arpit; Pandey, Vaibhav; Faruque, Mohammad Rashed Iqbal; Al-mugren, K. S.","DSIA U-Net: deep shallow interaction with attention mechanism UNet for remote sensing satellite images","Scientific Reports","","2045-2322","10.1038/s41598-024-84134-4","https://www.nature.com/articles/s41598-024-84134-4","","2025-01-02","2026-06-11 20:37:48","2026-06-11 20:37:48","2026-06-11 20:37:48","549","","1","15","","Sci Rep","DSIA U-Net","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\singg\Zotero\storage\GSA9R482\Jonnala et al. - 2025 - DSIA U-Net deep shallow interaction with attention mechanism UNet for remote sensing satellite imag.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G7FGMEJC","journalArticle","2025","Ghanaei, Zahra; Rouhani, Modjtaba","A context aware multiclass loss function for semantic segmentation with a focus on intricate areas and class imbalances","Scientific Reports","","2045-2322","10.1038/s41598-025-08234-5","https://www.nature.com/articles/s41598-025-08234-5","","2025-07-19","2026-06-11 20:37:50","2026-06-11 20:37:50","2026-06-11 20:37:50","26279","","1","15","","Sci Rep","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\singg\Zotero\storage\DLJHRBJU\Ghanaei and Rouhani - 2025 - A context aware multiclass loss function for semantic segmentation with a focus on intricate areas a.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CJSV842T","journalArticle","2024","Yu, Chih-Chang; Chen, Yuan-Di; Cheng, Hsu-Yung; Jiang, Chi-Lun","Semantic Segmentation of Satellite Images for Landslide Detection Using Foreground-Aware and Multi-Scale Convolutional Attention Mechanism","Sensors","","1424-8220","10.3390/s24206539","https://www.mdpi.com/1424-8220/24/20/6539","Advancements in satellite and aerial imagery technology have made it easier to obtain high-resolution remote sensing images, leading to widespread research and applications in various fields. Remote sensing image semantic segmentation is a crucial task that provides semantic and localization information for target objects. In addition to the large-scale variation issues common in most semantic segmentation datasets, aerial images present unique challenges, including high background complexity and imbalanced foreground–background ratios. However, general semantic segmentation methods primarily address scale variations in natural scenes and often neglect the specific challenges in remote sensing images, such as inadequate foreground modeling. In this paper, we present a foreground-aware remote sensing semantic segmentation model. The model introduces a multi-scale convolutional attention mechanism and utilizes a feature pyramid network architecture to extract multi-scale features, addressing the multi-scale problem. Additionally, we introduce a Foreground–Scene Relation Module to mitigate false alarms. The model enhances the foreground features by modeling the relationship between the foreground and the scene. In the loss function, a Soft Focal Loss is employed to focus on foreground samples during training, alleviating the foreground–background imbalance issue. Experimental results indicate that our proposed method outperforms current state-of-the-art general semantic segmentation methods and transformer-based methods on the LS dataset benchmark.","2024-10-10","2026-06-11 20:37:53","2026-06-11 20:37:53","2026-06-11 20:37:53","6539","","20","24","","Sensors","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\singg\Zotero\storage\RCJJZNJL\Yu et al. - 2024 - Semantic Segmentation of Satellite Images for Landslide Detection Using Foreground-Aware and Multi-S.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XK38JT8D","journalArticle","2024","Chang, Zhanyuan; Xu, Mingyu; Wei, Yuwen; Lian, Jie; Zhang, Chongming; Li, Chuanjiang","UNeXt: An Efficient Network for the Semantic Segmentation of High-Resolution Remote Sensing Images","Sensors","","1424-8220","10.3390/s24206655","https://www.mdpi.com/1424-8220/24/20/6655","The application of deep neural networks for the semantic segmentation of remote sensing images is a significant research area within the field of the intelligent interpretation of remote sensing data. The semantic segmentation of remote sensing images holds great practical value in urban planning, disaster assessment, the estimation of carbon sinks, and other related fields. With the continuous advancement of remote sensing technology, the spatial resolution of remote sensing images is gradually increasing. This increase in resolution brings about challenges such as significant changes in the scale of ground objects, redundant information, and irregular shapes within remote sensing images. Current methods leverage Transformers to capture global long-range dependencies. However, the use of Transformers introduces higher computational complexity and is prone to losing local details. In this paper, we propose UNeXt (UNet+ConvNeXt+Transformer), a real-time semantic segmentation model tailored for high-resolution remote sensing images. To achieve efficient segmentation, UNeXt uses the lightweight ConvNeXt-T as the encoder and a lightweight decoder, Transnext, which combines a Transformer and CNN (Convolutional Neural Networks) to capture global information while avoiding the loss of local details. Furthermore, in order to more effectively utilize spatial and channel information, we propose a SCFB (SC Feature Fuse Block) to reduce computational complexity while enhancing the model’s recognition of complex scenes. A series of ablation experiments and comprehensive comparative experiments demonstrate that our method not only runs faster than state-of-the-art (SOTA) lightweight models but also achieves higher accuracy. Specifically, our proposed UNeXt achieves 85.2% and 82.9% mIoUs on the Vaihingen and Gaofen5 (GID5) datasets, respectively, while maintaining 97 fps for 512 × 512 inputs on a single NVIDIA GTX 4090 GPU, outperforming other SOTA methods.","2024-10-16","2026-06-11 20:37:55","2026-06-11 20:37:55","2026-06-11 20:37:55","6655","","20","24","","Sensors","UNeXt","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\singg\Zotero\storage\4HBD5PWP\Chang et al. - 2024 - UNeXt An Efficient Network for the Semantic Segmentation of High-Resolution Remote Sensing Images.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FG34ZZ8L","journalArticle","2026","Dofitas, Cyreneo; Kim, Yong-Woon; Byun, Yung-Cheol","A Hybrid Deep Learning Approach Using Vision Transformer and U-Net for Flood Segmentation","Computers, Materials & Continua","","1546-2226","10.32604/cmc.2025.069374","https://www.techscience.com/cmc/v86n2/64733","Recent advances in deep learning have significantly improved flood detection and segmentation from aerial and satellite imagery. However, conventional convolutional neural networks (CNNs) often struggle in complex flood scenarios involving reflections, occlusions, or indistinct boundaries due to limited contextual modeling. To address these challenges, we propose a hybrid flood segmentation framework that integrates a Vision Transformer (ViT) encoder with a U-Net decoder, enhanced by a novel Flood-Aware Refinement Block (FARB). The FARB module improves boundary delineation and suppresses noise by combining residual smoothing with spatial-channel attention mechanisms. We evaluate our model on a UAV-acquired flood imagery dataset, demonstrating that the proposed ViTUNet+FARB architecture outperforms existing CNN and Transformer-based models in terms of accuracy and mean Intersection over Union (mIoU). Detailed ablation studies further validate the contribution of each component, confirming that the FARB design significantly enhances segmentation quality. To its better performance and computational efficiency, the proposed framework is well-suited for flood monitoring and disaster response applications, particularly in resource-constrained environments.","2026","2026-06-11 20:37:57","2026-06-11 20:37:57","2026-06-11 20:37:57","1-19","","2","86","","CMC","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\singg\Zotero\storage\ZBSPD5B7\Dofitas et al. - 2026 - A Hybrid Deep Learning Approach Using Vision Transformer and U-Net for Flood Segmentation.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2CCCHSBB","journalArticle","2024","Simantiris, Georgios; Panagiotakis, Costas","Unsupervised Color-Based Flood Segmentation in UAV Imagery","Remote Sensing","","2072-4292","10.3390/rs16122126","https://www.mdpi.com/2072-4292/16/12/2126","We propose a novel unsupervised semantic segmentation method for fast and accurate flood area detection utilizing color images acquired from unmanned aerial vehicles (UAVs). To the best of our knowledge, this is the first fully unsupervised method for flood area segmentation in color images captured by UAVs, without the need of pre-disaster images. The proposed framework addresses the problem of flood segmentation based on parameter-free calculated masks and unsupervised image analysis techniques. First, a fully unsupervised algorithm gradually excludes areas classified as non-flood, utilizing calculated masks over each component of the LAB colorspace, as well as using an RGB vegetation index and the detected edges of the original image. Unsupervised image analysis techniques, such as distance transform, are then applied, producing a probability map for the location of flooded areas. Finally, flood detection is obtained by applying hysteresis thresholding segmentation. The proposed method is tested and compared with variations and other supervised methods in two public datasets, consisting of 953 color images in total, yielding high-performance results, with 87.4% and 80.9% overall accuracy and F1-score, respectively. The results and computational efficiency of the proposed method show that it is suitable for onboard data execution and decision-making during UAV flights.","2024-06-12","2026-06-11 20:37:59","2026-06-11 20:37:59","2026-06-11 20:37:59","2126","","12","16","","Remote Sensing","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\singg\Zotero\storage\9WL5SM8R\Simantiris and Panagiotakis - 2024 - Unsupervised Color-Based Flood Segmentation in UAV Imagery.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3UPFYGYN","journalArticle","2026","Nafiiyah, Nur; Dwi Lestari, Tiara","PERBANDINGAN VGG16, VGG19, MOBILENET DAN MOBILENETV2 UNTUK KLASIFIKASI BERAS BERDASARKAN CITRA","Rabit : Jurnal Teknologi dan Sistem Informasi Univrab","","2502-891X, 2477-2062","10.36341/rabit.v11i1.7338","https://jurnal.univrab.ac.id/index.php/rabit/article/view/7338","Rice is the main staple food for the majority of the Indonesian population; therefore, rice quality plays an important role in maintaining national food security. However, rice quality assessment in Indonesia is still largely conducted manually, making it subjective and inconsistent. Consequently, the application of image processing techniques and deep learning algorithms is required to achieve a more objective and accurate classification process. This study aims to compare the performance of four Convolutional Neural Network (CNN) architectures, namely VGG16, VGG19, MobileNet, and MobileNetV2, in classifying five types of rice: Arborio, Basmati, Ipsala, Jasmine, and Karacadag. The dataset used consists of 4,000 images that were processed directly without additional preprocessing stages. The experimental results show that MobileNet achieved the highest accuracy of 99% with a training time of 756 seconds. Meanwhile, MobileNetV2 and VGG16 achieved accuracies of 98% with training times of 728 seconds and 1,502 seconds, respectively, while VGG19 produced the lowest accuracy of 97% with a training time of 1,038 seconds. Based on these results, it can be concluded that the MobileNet architecture demonstrates the best performance in classifying the five rice varieties in the dataset used.","2026-01-11","2026-06-11 20:44:23","2026-06-11 20:44:24","2026-06-11 20:44:23","1368-1380","","1","11","","rabit","","","","","","","","id","http://creativecommons.org/licenses/by-nc-sa/4.0","","","","DOI.org (Crossref)","","","","C:\Users\singg\Zotero\storage\B4THYPII\Nafiiyah and Dwi Lestari - 2026 - PERBANDINGAN VGG16, VGG19, MOBILENET DAN MOBILENETV2 UNTUK KLASIFIKASI BERAS BERDASARKAN CITRA.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N3NWKAMQ","journalArticle","2026","Amurrokhman, Wahyuda; Nafi'iyah, Nur","PERBANDINGAN RESNET50, MOBILENETV2, DAN MOBILENETV3-LARGE DALAM KLASIFIKASI MOTIF BATIK INDONESIA BERBASIS TRANSFER LEARNING","Rabit : Jurnal Teknologi dan Sistem Informasi Univrab","","2502-891X, 2477-2062","10.36341/rabit.v11i1.7372","https://jurnal.univrab.ac.id/index.php/rabit/article/view/7372","This study is motivated by the importance of automatic batik motif identification to support cultural preservation and the adoption of intelligent technologies in the creative industry. Although numerous previous studies have applied Convolutional Neural Networks (CNNs) for batik classification, most of them are limited to the use of a single architecture or do not provide a comprehensive performance comparison among modern models. As a result, a research gap remains regarding the selection of the most effective architecture for handling the high complexity of batik motifs. The main challenge lies in the wide variation and intricate patterns of batik designs, which pose significant difficulties for convolutional models in achieving accurate classification. Therefore, this study aims to comparatively evaluate the performance of three transfer learning architectures—ResNet50, MobileNetV2, and MobileNetV3-Large—in classifying 20 Indonesian batik motifs. The research methodology includes dataset collection from Kaggle, image preprocessing, data augmentation, model training for 30 epochs, and performance evaluation using precision, recall, and validation loss metrics. The experimental results indicate that MobileNetV3-Large achieves the best performance, with a training accuracy of 95.67%, a validation accuracy of 96.60%, and a validation loss of 10.17%. ResNet50 ranks second with stable performance, while MobileNetV2 exhibits the lowest accuracy due to its limited capability in capturing complex motif details. Consequently, this study contributes to addressing the identified research gap by providing a more comprehensive comparison of transfer learning architectures and demonstrates that modern Neural Architecture Search (NAS)-based models can significantly improve batik motif classification accuracy. The findings further confirm that MobileNetV3Large is the most suitable architecture for developing efficient and accurate deep learning–based batik motif identification systems.","2026-01-11","2026-06-11 20:44:26","2026-06-11 20:44:26","2026-06-11 20:44:26","1457-1467","","1","11","","rabit","","","","","","","","id","http://creativecommons.org/licenses/by-nc-sa/4.0","","","","DOI.org (Crossref)","","","","C:\Users\singg\Zotero\storage\97CDQN28\Amurrokhman and Nafi'iyah - 2026 - PERBANDINGAN RESNET50, MOBILENETV2, DAN MOBILENETV3-LARGE DALAM KLASIFIKASI MOTIF BATIK INDONESIA BE.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"74DR7SKR","journalArticle","2024","Lestari, Indah Sri; Jumadi, Jumadi; Lukman, Nur","IMPLEMENTASI CONVOLUTIONAL NEURAL NETWORK DENGAN PRE-TRAINED MODEL MOBILENETV2 UNTUK DETEKSI KOLESTEROL","Rabit : Jurnal Teknologi dan Sistem Informasi Univrab","","2502-891X, 2477-2062","10.36341/rabit.v9i2.4732","https://jurnal.univrab.ac.id/index.php/rabit/article/view/4732","One of the main risks for heart disease and stroke is cholesterol. Cholesterol is a type of fat produced primarily by the liver and absorbed in small amounts from food. The ideal cholesterol level in the human body should be less than 200 mg/dl. One way to check cholesterol levels is through a blood sugar test that requires the patient to fast for 10 to 12 hours. Given the dangers posed by high cholesterol levels, there is a need for an early, practical screening method to detect high cholesterol levels in the human body. Iridology is an analysis of the iris of the eye to detect health conditions and show the relationship between iris patterns and cholesterol levels. The iris has its own uniqueness because it can record the condition of all organs, body structures, and psychological states. Therefore, iridology can be an alternative medical analysis. This study proposes the use of a convolutional neural network algorithm using a pre-trained MobileNetV2 model. The iris image dataset used consists of 200 images classified into two classes: normal eye images and cholesterol eye images. The results of the study show that the proposed model can achieve an accuracy of 95%. These results indicate that this model has great potential as a practical and cost-effective tool for detecting cholesterol. Further research is needed with larger datasets to improve accuracy and validity.","2024-07-08","2026-06-11 20:44:29","2026-06-11 20:44:29","2026-06-11 20:44:29","173-183","","2","9","","rabit","","","","","","","","id","http://creativecommons.org/licenses/by-nc-sa/4.0","","","","DOI.org (Crossref)","","","","C:\Users\singg\Zotero\storage\Q3TDUC6S\Lestari et al. - 2024 - IMPLEMENTASI CONVOLUTIONAL NEURAL NETWORK DENGAN PRE-TRAINED MODEL MOBILENETV2 UNTUK DETEKSI KOLESTE.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
